Sampling_Date,pH,Conductivity,BOD,NitrateN,Fecal.Coliform.,Total.Coliform.
3/1/2014,8.08,143,0.1,0.121,11,46
3/1/2014,8.18,137,0.5,0.172,22,130
3/1/2014,7.7,152,0.1,0.436,17,79
3/1/2014,7.91,141,0.2,0.974,33,130
3/1/2014,8.05,172,0.3,0.482,180,1600
3/1/2014,7.87,286,2,1.02,NaN,NaN
3/1/2014,7.74,296,1.8,0.84,NaN,NaN
3/1/2014,7.52,226,0.3,0.5,NaN,NaN
3/1/2014,8.56,502,0.3,0.245,34,220
3/1/2014,8.36,337,0.4,0.323,79,350
3/1/2014,8.28,109,0.6,0.565,94,350
3/1/2014,7.35,223,0.5,0.71,NaN,NaN
3/1/2014,8.19,358,3.3,NaN,2300,3100
3/1/2014,8.58,418,5,NaN,22000,34000
3/1/2014,8.53,434,0.1,0.307,33,180
3/1/2014,8.56,392,0.4,0.352,49,240
3/1/2014,7.98,212,0.4,0.61,NaN,NaN
3/1/2014,7.26,74.8,18,1.11,NaN,NaN
3/1/2014,7.8,134,0.6,0.325,21,63
3/1/2014,8.5,409,4,NaN,NaN,NaN
3/1/2014,7.69,145,0.4,0.269,21,180
3/1/2014,8,243,2,NaN,NaN,NaN
3/1/2014,7.5,180,2.3,0.93,NaN,NaN
3/1/2014,7.58,200,4,1.13,NaN,NaN
3/1/2014,8.67,465,0.3,0.261,13,79
3/1/2014,7.5,185,1.5,NaN,NaN,NaN
3/1/2014,7.8,180,2.1,0.9,NaN,NaN
3/1/2014,7,56,0.5,0.01,330,1600
3/1/2014,6.82,62,0.3,0.58,NaN,4
3/1/2014,7.91,134,0.1,0.707,49,350
3/1/2014,8.24,196,1.2,0.14,10,21
3/1/2014,8.72,112,1.2,0.15,14,24
3/1/2014,8,850,2.6,4.1,30,850
3/1/2014,8.08,723,1.1,0.68,NaN,2100
3/1/2014,8.67,475,0.4,0.024,14,79
3/1/2014,7.82,546,2,1.15,NaN,NaN
3/1/2014,6.55,644,41,0.412,44,110
3/1/2014,7.93,115,1.2,0.34,10,23
3/1/2014,7.25,168,NaN,NaN,NaN,210
3/1/2014,7.6,173,NaN,NaN,NaN,120
3/1/2014,8.01,198,1.9,NaN,NaN,43
3/1/2014,8.34,207,2.1,NaN,NaN,150
3/1/2014,6.8,52,0.4,0.01,280,920
3/1/2014,6.6,50,0.2,0.01,700,2400
3/1/2014,7.7,52160,1.5,0.03,46,460
3/1/2014,7.8,53010,0.1,0.12,79,430
3/1/2014,7.1,132,1,0.09,49,630
3/1/2014,7.6,182,0.8,0.01,140,170
3/1/2014,7.9,202,1.5,0.01,310,490
3/1/2014,8.2,440,1,1,12,68
3/1/2014,8.02,387,0.6,0.42,NaN,1100
3/1/2014,8.29,386,1.4,0.48,NaN,2100
3/1/2014,7.38,697,1.4,1,NaN,2100
3/1/2014,7.58,466,1,0.68,NaN,1100
3/1/2014,7.86,108,NaN,NaN,NaN,400
3/1/2014,8.36,276,3.2,NaN,4600,6300
3/1/2014,7.94,102,0.6,0.147,14,70
3/1/2014,7.9,122,1,0.508,17,94
3/1/2014,7.86,137,0.3,0.863,23,240
3/1/2014,8.18,279,0.7,1.01,NaN,NaN
3/1/2014,8.09,125,0.2,0.258,14,34
3/1/2014,8.02,122,0.8,0.167,13,43
3/1/2014,8.25,254,0.4,0.422,94,540
3/1/2014,7.19,93,0.7,1.12,NaN,NaN
3/1/2014,7.08,96,0.8,1.08,NaN,NaN
3/1/2014,8.63,471,0.6,0.027,13,27
3/1/2014,8.61,446,0.1,0.043,17,70
3/1/2014,8.66,466,1.2,0.207,26,63
3/1/2014,7.61,202,0.3,1,NaN,NaN
3/1/2014,7.63,291,0.3,0.91,NaN,NaN
3/1/2014,7.68,155,0.5,1.13,NaN,NaN
3/1/2014,7.86,145,0.8,1.26,NaN,NaN
3/1/2014,6.23,33,0.2,0.59,NaN,3
3/1/2014,7.19,89,0.1,0.79,NaN,4
3/1/2014,7.01,60,0.1,0.913,NaN,4
3/1/2014,6.87,619,2,10.4,4,16
3/1/2014,6.32,517,1.2,10.29,4,18
3/1/2014,8.32,238,1,0.18,7,18
3/1/2014,7.19,247,1.4,0.17,8,16
3/1/2014,7.21,140,1.4,0.31,13,21
3/1/2014,8.02,130,1.4,0.28,14,23
3/1/2014,8.24,56,1.2,0.02,17,23
3/1/2014,8.21,110,1.4,0.04,11,24
3/1/2014,8.01,486,1,0.58,NaN,900
3/1/2014,8.52,568,1.2,0.72,NaN,1400
3/1/2014,7.6,175,2,NaN,NaN,NaN
3/1/2014,7.8,160,2,NaN,NaN,NaN
3/1/2014,7.7,178,1.3,NaN,NaN,NaN
3/1/2014,7.8,381,1,0.76,NaN,NaN
3/1/2014,7.6,287,3,1.23,NaN,NaN
3/1/2014,7.45,85,1,0.78,NaN,NaN
3/1/2014,7.8,94,NaN,0.78,NaN,NaN
3/1/2014,8.1,110,1.5,0.63,NaN,NaN
3/1/2014,8.2,98,1,0.64,NaN,NaN
3/1/2014,7.8,98,1,0.56,NaN,NaN
3/1/2014,7.2,140,NaN,0.45,NaN,NaN
3/1/2014,7.65,150,NaN,0.45,NaN,NaN
3/1/2014,7.45,140,1,0.341,NaN,NaN
3/1/2014,7.9,412,NaN,1.2,900,1400
3/1/2014,7.9,290,1,1.2,110,280
3/1/2014,7.7,342,1,2.6,200,500
3/1/2014,7.5,594,6,3.4,2100,4300
3/1/2014,7.7,,28,NaN,NaN,NaN
3/2/2014,8,876,2.4,1.3,20,700
3/2/2014,6.95,175,1.6,0.44,NaN,NaN
3/2/2014,6.69,162,1.8,0.4,NaN,NaN
3/2/2014,7.09,324,2.6,0.66,NaN,NaN
3/2/2014,7.9,741,1.8,0.49,170,220
3/2/2014,8.2,951,2.7,1.3,20,800
3/2/2014,7.8,178,1,0.05,430,920
3/3/2014,8.4,436,5,0.5,940,4300
3/3/2014,6.9,80,2.2,0.07,630,790
3/3/2014,7.1,87,3.8,0.04,790,1400
3/3/2014,7.34,64.9,1.1,0.06,1300,2300
3/3/2014,6.4,48,0.3,0.01,220,630
3/3/2014,7.7,60,0.6,0.01,180,850
3/3/2014,7.65,677,9.24,0.87,220000,500000
3/3/2014,7.74,651,0.7,0.28,NaN,2100
3/3/2014,7,12.71,2.1,0.07,3300,7000
3/3/2014,7.06,12.15,1.8,0.07,3300,7900
3/3/2014,6.5,42,0.4,0.01,220,540
3/3/2014,6.7,147,0.8,1.7,220,430
3/3/2014,7.9,58120,2,1.4,3100,5400
3/3/2014,6.5,60,1.1,0.05,220,700
3/3/2014,6.7,66,2.6,0,110,340
3/3/2014,7.9,655,3,0.71,840,2800
3/3/2014,8.7,653,2,0.61,580,2100
3/4/2014,7.5,243,3.4,5.4,0,360
3/4/2014,8.08,296,3.3,NaN,5000,8000
3/4/2014,8.17,671,0.6,0.58,NaN,1100
3/4/2014,7.6,313,2.2,6.76,NaN,NaN
3/4/2014,8.32,330,0.5,0.48,4,9
3/4/2014,8.71,720,0.9,0.54,21,1100
3/4/2014,7.27,11240,3,0.65,65000,135000
3/4/2014,7.46,3440,1.1,0.75,22000,50000
3/4/2014,7.98,589,10,4.9,110000,140000
3/4/2014,7.8,48.5,1.7,0.04,2300,4600
3/4/2014,6.9,10800,2.5,1.6,540,920
3/4/2014,7.1,72,0.4,0.23,170,240
3/4/2014,6.9,63,1.2,0.19,11,21
3/4/2014,8,707,3.8,4.2,40,900
3/4/2014,7.86,412,0.5,0.32,NaN,1400
3/4/2014,8,424,1.3,0.48,4,2200
3/4/2014,7.92,446,1.4,0.62,2,2100
3/4/2014,7.69,467,0.9,0.44,NaN,1400
3/4/2014,7.78,963,NaN,NaN,NaN,400
3/4/2014,7.44,503,6.8,0.22,30000,50000
3/4/2014,7.43,591,0.7,0.47,NaN,1100
3/4/2014,7.4,498,0.8,0.72,NaN,1400
3/4/2014,7.79,48.7,1.1,0.04,450,780
3/4/2014,7.99,49.3,2.2,0.33,450,680
3/4/2014,6.5,20,0.1,0.01,110,350
3/4/2014,8.54,710,0.7,0.38,21,1100
3/4/2014,8.79,850,1,0.48,21,1100
3/4/2014,6.75,,42.4,NaN,NaN,NaN
3/5/2014,8.3,532,4,NaN,NaN,NaN
3/5/2014,7.8,912,8,NaN,NaN,NaN
3/5/2014,7.5,75,1.6,1.5,220,350
3/5/2014,8.65,410,1.8,0.05,2800,3500
3/5/2014,8.1,588,3,0.11,2800,3500
3/5/2014,7.4,243,1.7,5.5,360,9300
3/5/2014,8.32,384,3.6,1.86,17000,22000
3/5/2014,8.3,386,3.2,2.16,13000,26000
3/5/2014,8.36,548,2.4,1.72,1400,2700
3/5/2014,7.9,378,6,NaN,NaN,NaN
3/5/2014,7.6,280,6,NaN,900,1600
3/5/2014,7.8,138,1,0.17,170,700
3/5/2014,7.8,69,1,0.05,92,380
3/5/2014,8.4,799,0.4,0.05,2600,3200
3/5/2014,7.9,1378,57,0.1,3300,4700
3/5/2014,8.06,495,2.5,0.16,390,2200
3/5/2014,8.36,604,5.6,0.18,330,2800
3/5/2014,8.39,594,5.7,0.12,200,390
3/5/2014,7.5,488,25,NaN,4300,6300
3/5/2014,8.14,430,2.5,0.13,350,790
3/5/2014,7.5,44150,0.06,1,3100,4300
3/5/2014,7.7,35,0.8,0.18,94,700
3/5/2014,7,7058,2.4,0.18,21,63
3/5/2014,7.5,42,1.6,0.3,70,630
3/5/2014,8,624,10,NaN,NaN,NaN
3/5/2014,8.4,519,12,NaN,NaN,NaN
3/5/2014,8,700,6,NaN,NaN,NaN
3/5/2014,8.5,670,6,NaN,NaN,NaN
3/5/2014,8.4,530,8,NaN,NaN,NaN
3/5/2014,7.83,530,0.7,0.58,4,9
3/5/2014,8.42,500,0.6,0.48,NaN,4
3/5/2014,8.44,570,0.6,0.58,NaN,4
3/5/2014,7.86,451,4.2,0.11,2800,3500
3/5/2014,8.15,578,3.2,0.07,2800,16000
3/5/2014,8.27,536,1.7,0.08,14000,22000
3/5/2014,8.56,2980,89,0.23,260000,390000
3/6/2014,7.85,391,8.5,0.57,170000,300000
3/6/2014,8.2,220,1.8,0.463,13000,24000
3/6/2014,8,450,4,NaN,NaN,NaN
3/6/2014,8.25,563,1.3,1.16,28000,160000
3/6/2014,7.86,191,0.7,0.39,22000,28000
3/6/2014,8.3,366,3.2,2.96,2200,2600
3/6/2014,8.14,298,2.5,0.72,1300,2200
3/6/2014,8.16,290,2.3,0.7,1300,2400
3/6/2014,8.29,593,1.5,0.36,14000,17000
3/6/2014,8.59,383,1,0.3,12,138
3/6/2014,7.98,393,3.45,0.96,400000,1200000
3/6/2014,7,31400,0.2,0.2,43,220
3/6/2014,8.32,408,1,0.5,10,92
3/6/2014,7,1570,2.9,0.6,110,220
3/6/2014,7.3,72,0.3,0.1,79,140
3/6/2014,7.44,1619,8,14,14,194
3/6/2014,8.38,388,3.4,1.98,17000,24000
3/6/2014,7.61,754,7.4,NaN,22000,43000
3/6/2014,7.86,638,9.2,NaN,43000,70000
3/6/2014,7.76,648,8.6,NaN,33000,68000
3/6/2014,7.72,400,0.4,0.48,NaN,4
3/6/2014,8.14,310,0.4,0.54,NaN,4
3/6/2014,8.4,437,1.5,0.24,14000,35000
3/6/2014,8.4,648,2,0.33,3300,4000
3/6/2014,7.71,252,1.6,0.12,28000,35000
3/6/2014,8.03,1374,2.8,3,36,86
3/6/2014,7.62,398,2.6,NaN,NaN,150
3/6/2014,8.3,190,1.6,2.057,1300,3300
3/7/2014,8.41,755,1,0.22,14000,17000
3/7/2014,7.7,5856,0.9,0.572,2200,22000
3/7/2014,7.79,180,3.4,0.82,4700,8000
3/7/2014,7.61,301,2.2,0.162,4,14
3/7/2014,7.5,1427,62,NaN,NaN,NaN
3/7/2014,7.8,1013,3,1.8,10,530
3/7/2014,8.54,569,0.6,0.34,14000,28000
3/7/2014,8.15,894,12,0.29,28000,35000
3/7/2014,7.7,107,0.3,0.4,49,79
3/7/2014,7.9,209,0.8,0.29,140,220
3/7/2014,7.92,1222,1.6,0.19,17000,35000
3/7/2014,7.93,394,2.4,0.176,7,17
3/7/2014,8.37,469,3.4,1.5,2600,4700
3/7/2014,7.68,168,2.5,0.72,4100,6800
3/7/2014,7.9,367,5.7,1.02,150000,250000
3/7/2014,7.7,48350,1.2,0.04,27,94
3/7/2014,7.2,62,1.4,0.1,180,350
3/7/2014,7.8,959,8,NaN,NaN,NaN
3/7/2014,7.62,583,4.3,1.92,NaN,350
3/7/2014,7.73,616,6.7,1.8,33,500
3/7/2014,6.3,74,1,0.8,21,94
3/7/2014,7.3,83,2,0.2,21,94
3/7/2014,7.5,48600,3.5,0,34,220
3/7/2014,6.9,525,2.6,0.1,34,94
3/7/2014,7.1,1166,132,NaN,NaN,NaN
3/7/2014,7.9,298,0.2,0.14,6,6
3/7/2014,8.3,352,4,NaN,NaN,NaN
3/7/2014,8.3,357,3,NaN,NaN,NaN
3/7/2014,8.34,422,1.2,1,14,106
3/7/2014,8.68,480,2.1,2,28,170
3/7/2014,7.77,178,3.2,0.78,4300,7700
3/7/2014,8.4,711,0.7,0.16,17000,28000
3/7/2014,7.56,279,2.8,0.139,9,21
3/7/2014,7.66,306,3.2,0.13,4,12
3/7/2014,8.01,53.2,1.3,0.01,450,450
3/7/2014,7.85,44.7,1.2,0.01,780,1100
3/7/2014,7.6,52.9,1.4,NaN,780,780
3/7/2014,7.39,52.6,2.3,NaN,780,1100
3/7/2014,7.9,8202,0.9,0.615,2300,28000
3/8/2014,8.02,278,0.8,0.862,NaN,84
3/8/2014,7.86,410,1,0.5,10,86
3/8/2014,7.6,890,2.8,1.9,30,600
3/8/2014,8.39,455,2.6,1.2,1200,2600
3/8/2014,7.3,1630,180,0.65,180000,260000
3/8/2014,8.1,280,1,0.892,NaN,94
3/8/2014,8.13,487,2.6,3.64,NaN,230
3/9/2014,7.5,298,14,0.475,4,14
3/9/2014,7.5,360,1.9,NaN,NaN,17
3/9/2014,7.7,318,1,0.23,4,7
3/9/2014,7.4,290,1.9,0.23,NaN,17
3/10/2014,8.4,560,6,NaN,NaN,NaN
3/10/2014,8.1,890,2.2,1.8,20,600
3/10/2014,8.28,384,5.55,0.83,130000,350000
3/10/2014,8.28,402,2.5,NaN,1100,2200
3/10/2014,8.22,412,2.7,NaN,1400,5000
3/10/2014,7.5,,1.4,0.25,NaN,150
3/10/2014,8.3,200,4,0.3,280,900
3/10/2014,8.1,146,3,0.2,170,220
3/10/2014,7.42,64,0.3,0.44,2800,3500
3/10/2014,7.7,163,0.4,0.48,270,330
3/10/2014,8,298,4,NaN,NaN,NaN
3/10/2014,7.9,249,1,0.055,7,24
3/10/2014,7.8,1016,2.3,2.4,30,500
3/10/2014,7.6,102,1.2,1.1,220,430
3/10/2014,8,168,3,0.17,900,1600
3/10/2014,7,86,1.6,1.5,330,630
3/10/2014,8,367,1,2.456,7,15
3/10/2014,8.18,385,1.7,0.59,50000,80000
3/10/2014,7.5,44,0.8,0.27,220,280
3/10/2014,7.5,90,0.7,0.6,790,2400
3/10/2014,7.73,1910,0.7,0.72,NaN,1400
3/10/2014,7.5,,1.6,0.25,NaN,150
3/10/2014,6.5,60,1,NaN,47,280
3/10/2014,8.1,150,3,0.2,170,280
3/10/2014,8,160,5.4,0.4,16,110
3/10/2014,7.25,221,2,0.35,NaN,240
3/10/2014,7.3,427,1.3,0.505,460,1100
3/10/2014,7.8,420,1.2,0.05,23,2400
3/10/2014,8.36,381,1.5,0.37,2700,3400
3/10/2014,7.72,630,10.3,0.27,9000000,1600000
3/10/2014,7.67,632,6,0.21,5000000,9000000
3/10/2014,8.18,424,2.8,NaN,3000,9000
3/10/2014,8.32,392,2.5,NaN,900,2800
3/10/2014,7.64,412,2.6,NaN,1100,2800
3/10/2014,8.3,140,2,0.13,50,110
3/10/2014,8.11,3430,10,0.27,35000,160000
3/10/2014,8.4,3000,33,0.32,26000,33000
3/10/2014,8.26,405,2.6,NaN,1100,3000
3/10/2014,8.34,382,2.4,NaN,1300,2400
3/10/2014,7.4,,1.6,0.3,NaN,210
3/10/2014,9,184,5.5,0.8,NaN,75
3/10/2014,8,210,4.4,0.12,4,210
3/10/2014,7.28,402,2.6,1.34,NaN,210
3/10/2014,7.8,116,0.6,0.08,43,63
3/10/2014,7.6,146,0.8,1.32,63,110
3/10/2014,7.2,96,0.8,0.9,79,180
3/10/2014,7.9,115,1.2,0.91,63,240
3/10/2014,7.3,26000,0.4,0.06,21,70
3/10/2014,7.84,43.2,3.7,0.03,780,1300
3/10/2014,8.1,,6,NaN,NaN,NaN
3/10/2014,7.6,,22,NaN,NaN,NaN
3/11/2014,8.4,464,3,0.44,700,2800
3/11/2014,8.3,340,2,0.1,140,220
3/11/2014,8.4,370,3,0.2,60,170
3/11/2014,7.98,361,5.79,1,8000,21000
3/11/2014,7.38,175,1.7,0.64,NaN,NaN
3/11/2014,8.1,520,0.3,0.62,NaN,4
3/11/2014,8.39,633,2.3,0.22,2200,2600
3/11/2014,8.44,538,1.6,0.16,1400,1700
3/11/2014,7.32,154,2,0.68,NaN,NaN
3/11/2014,6.7,69,1,NaN,38,170
3/11/2014,7.3,154.2,1.5,0.14,780,1100
3/11/2014,6.9,42,0.5,0.15,31,540
3/11/2014,7.3,152,0.2,0.3,220,790
3/11/2014,7.2,121,2.4,0.28,310,920
3/11/2014,7.3,51000,4,1.6,21,79
3/11/2014,7.1,63,0.3,0.1,21,79
3/11/2014,8.14,518,3,0.24,480,920
3/11/2014,7.55,219,2.2,0.16,50000,140000
3/11/2014,7.3,210,3.6,0.11,50000,130000
3/11/2014,6.94,430,8.2,0.16,110000,280000
3/11/2014,7.86,385,4.3,1.16,3300,17000
3/11/2014,8.5,396,2,0.1,50,110
3/11/2014,8,330,3,0.15,50,140
3/11/2014,8.2,530,6,0.4,220,350
3/11/2014,8.3,370,4,0.18,220,300
3/11/2014,8.4,410,3.4,0.15,130,280
3/11/2014,7.64,413,4.8,0.88,NaN,NaN
3/11/2014,7.6,107,0.7,0.4,46,70
3/12/2014,7.84,367,8.65,1.18,300000,500000
3/12/2014,7.8,266,1.4,5.8,360,2100
3/12/2014,7.5,33,2,0.16,240,790
3/12/2014,7.35,1449,44,12.6,39,1600
3/12/2014,7.86,1984,3.65,0.88,4000,50000
3/12/2014,7.26,1330,32,18.02,25,1600
3/12/2014,7.4,251,1.6,0.08,14,21
3/12/2014,8.43,271,1.6,0.216,2600,3400
3/12/2014,6.8,458,12,NaN,5000,24000
3/12/2014,7.09,217,3.7,NaN,500,1100
3/12/2014,6.63,470,61,NaN,3000,16000
3/12/2014,7,75,2,1.14,26,58
3/12/2014,7,78,1.8,2.9,31,58
3/12/2014,7.5,80,2,3.7,31,63
3/12/2014,7,82,1.8,4.2,31,63
3/12/2014,7.2,77,1.5,2.7,36,75
3/12/2014,7.2,640,78,22.4,79000,120000
3/12/2014,7.07,68,2.1,2.5,26,58
3/12/2014,6.9,441,50,15.5,63000,110000
3/12/2014,7.2,305,35,10.5,41000,79000
3/12/2014,7.3,32,1.5,0.13,63,110
3/13/2014,7.5,2594,4,0.19,9,110
3/13/2014,7.26,900,1.9,1,NaN,NaN
3/13/2014,8.19,525,3.5,10,NaN,NaN
3/13/2014,6.9,157,2.6,0.48,2600,6000
3/13/2014,7.71,2740,18.5,2.19,500000,900000
3/13/2014,7.98,330,0.3,0.58,NaN,4
3/13/2014,7.4,,1.8,0.4,NaN,240
3/13/2014,8.29,167,1,0.52,NaN,63
3/13/2014,7.2,105,2.9,4.9,43,94
3/13/2014,7.6,195,1.8,5.5,38,84
3/14/2014,7.5,30,1.3,0.13,79,220
3/14/2014,7.8,114,0.6,0.4,2300,5400
3/14/2014,7.6,32600,0.9,0.8,700,1600
3/14/2014,7.5,200,2.2,0.25,43,49
3/14/2014,8.5,6600,34,2.5,14000,49000
3/14/2014,6.9,77,0.2,0.42,220,350
3/14/2014,8.57,231,2.35,0.284,2200,2600
3/14/2014,6.7,223,0.2,1.68,280,350
3/14/2014,6.72,20.32,1.8,0.04,450,780
3/14/2014,7.08,90.8,1.2,NaN,200,400
3/14/2014,7.2,95,2,1.2,180,430
3/14/2014,7,73,0.6,0.94,180,310
3/14/2014,7.4,93,2.4,0,280,430
3/14/2014,7.3,2347,0.8,1.92,11,57
3/14/2014,7.25,78.6,1.7,0.13,200,450
3/14/2014,6.9,10800,2.5,1.6,540,920
3/14/2014,7.4,104,2.4,0,140,350
3/14/2014,6.7,103,2.6,0.3,34,140
3/14/2014,7.6,14350,1.5,2.93,14000,22000
3/14/2014,7.5,230,1.4,NaN,NaN,NaN
3/14/2014,7.25,,26,4.5,780,780
3/14/2014,7.79,50.2,1.7,0.002,200,450
3/14/2014,73,,1.49,NaN,360,NaN
3/14/2014,73,,1.49,NaN,360,NaN
3/14/2014,122,,2.9,NaN,430,NaN
3/14/2014,114,,3.04,NaN,640,NaN
3/14/2014,114,,3.04,NaN,640,NaN
3/14/2014,141,,3.1,NaN,630,NaN
3/15/2014,7.5,210,2.9,NaN,700,1500
3/15/2014,7.62,740,1.2,4.2,500,900
3/17/2014,6.8,78,0.7,0.48,1100,2200
3/17/2014,7,90,2.4,5.2,31,63
3/17/2014,7.2,60,1.7,2.4,21,43
3/17/2014,7.5,72,1.8,2.4,26,48
3/17/2014,7.2,75,2.1,3.5,27,50
3/17/2014,2.4,1565,4,0.24,11,20
3/17/2014,6.7,390,2.7,0.77,290,550
3/18/2014,8.1,35200,0.7,1.001,45,45
3/18/2014,7.67,700,1.9,0.434,900,1600
3/18/2014,7.1,247,1.3,5.2,360,910
3/18/2014,7.2,73,3.9,0.28,33,141
3/18/2014,7,279,2.7,5.1,1500,110000
3/18/2014,6.5,74.2,1.4,0.02,1700,2100
3/18/2014,7.9,598,NaN,0.101,900,1600
3/18/2014,8.02,313,2.1,0.316,900,1400
3/18/2014,7.6,61,3.9,0.25,17,70
3/18/2014,8.04,680,1.8,0.68,900,1600
3/18/2014,7,133,4.4,6.4,630,1400
3/18/2014,7,58,1.6,2.4,26,50
3/18/2014,7.2,67,1.6,2.4,29,55
3/18/2014,7.3,78,1.8,2,22,49
3/19/2014,8.16,596,0.6,0.68,NaN,2100
3/19/2014,8.5,272,2,0.27,380,1500
3/19/2014,6.9,81,0.7,0.79,1100,2400
3/19/2014,7.36,410,1.4,0.79,900,1600
3/19/2014,8.3,733,3,0.71,700,2800
3/19/2014,8.5,315,3,0.31,1400,4800
